"Well it looks like we're all set here. Now that the Seagallop has been recovered, I'll gladly take you back to Cinnabar Island!","Nun, es sieht so aus, als ob wir hier alles vorbereitet haben. Jetzt, wo die Seagallop geborgen ist, bringe ich euch gerne zur├╝ck zur Vulcania!"
"Or would you prefer to go explore the Sevii Islands instead?","Oder m├Âchten Sie stattdessen lieber die Sevii-Inseln erkunden?"
"All aboard then, we're setting sail for Cinnabar Island!","Alle an Bord, wir setzen die Segel in Richtung Vulcania!"
"Come onboard then, we're setting sail for island number 1: Knot Island!","Dann komm an Bord, wir setzen die Segel zur Insel Nummer 1: der Knoteninsel!"
"As you wish, sailor! Come see me at the Cinnabar Island or Knot Island harbour if you want me to take you somewhere!","Wie du willst, Seemann! Kommen Sie zu mir in den Hafen der Vulcania oder der Knoteninsel, wenn ich Sie irgendwo hinbringen soll!"
"I've been training so I can mend my broken heart...","Ich habe trainiert, damit ich mein gebrochenes Herz heilen kann..."
"It toughened me up physically at least. Hi-yah!","Das hat mich zumindest k├Ârperlich gest├ñrkt. Hi-yah!"
"I think I tried to overdo it...","Ich glaube, ich habe versucht, es zu ├╝bertreiben..."
"fin","Flosse"
"To Cinnabar Island!","Zur Vulcania!"
"To the Sevii Islands!","Zu den Sevii-Inseln!"
"Actually, I'll stay here","Eigentlich werde ich hier bleiben"
"I suppose this is as good a place as any.","Ich denke, dies ist ein guter Ort daf├╝r."
"It's a bit sudden, but we shall do battle!","Es ist ein bisschen pl├Âtzlich, aber wir werden k├ñmpfen!"
"Ah, I am impressed by your prowess.","Ah, ich bin beeindruckt von Ihrem Geschick."
"Hmm... I lost? How about that! All right. You're worthy of the Storm Badge!","Hmm... Ich habe verloren? Was sagt man dazu! Das war's. Du bist w├╝rdig f├╝r das Sturmabzeichen!"
"This is the badge from my gym in Cyanwood City. I don't hand it out easily!","Dies ist das Abzeichen von meinem Fitnessstudio in Cyanwood City. Ich verteile es nicht einfach!"
"I also want to give you this. An old sailor gave it to me, but I think it might be in better hands with you.","Ich m├Âchte dir auch dies geben. Ein alter Seemann hat es mir gegeben, aber ich denke, dass es bei Ihnen besser aufgehoben ist."
"Show it to the sailor at this island's harbour and he'll take you to a place called Navel Rock. There should be some rare Pok├®mon over there...","Zeige es dem Matrosen im Hafen dieser Insel, und er wird dich zu einem Ort namens Nabelstein bringen. Dort sollte es einige seltene Pok├®mon geben..."
"Go on on your adventure! I believe that the Gym Leader from Olivine City is also somewhere around the Sevii Islands.","Macht weiter mit eurem Abenteuer! Ich glaube, dass der Leiter der Turnhalle von Malvenfrisch City auch irgendwo auf den Sevii-Inseln ist."
"Woah! You've obtained every Johto badge. I'd go brag about it to that old Professor Oak if I were you.","Wahnsinn! Du hast jedes Johto-Abzeichen erhalten. An deiner Stelle w├╝rde ich vor dem alten Professor Oak damit prahlen."
"Two Island\nBoon Island for two","Zwei Inseln\nBoon Island f├╝r zwei Personen"
"The Joyful Game Corner is temporarily closed... Sorry!","Die Joyful Spielhalle ist vor├╝bergehend geschlossen... Entschuldigung!"
"A dog statue. It's looking at you.","Eine Hundestatue. Sie schaut dich an."
"Come! Come! We have many wonderful items to trade for \V[19]s!","Kommt! Kommt! Wir haben viele wunderbare Gegenst├ñnde zum Tausch gegen V[19]s!"
"\\HSWhat would you like to purchase? \ch[5,\V[3],\V[20]Never mind]","\\HSWas w├╝rden Sie gerne kaufen? \ch[5,\V[3],\V[20]Vergessen Sie es]"
"Too bad... Please come again!","Schade... Bitte kommen Sie wieder!"
"Oh, that's too bad.","Oh, das ist schade."
"\HS\V[3]? Of course!","\HS\V[3]? Ja, nat├╝rlich!"
"\HSThat'll be \V[1] \V[19] please.","\HST Das w├ñre dann \V[1] \V[19] bitte."
"Oh, I'm sorry. You don't have enough \V[19]s.","Oh, das tut mir leid. Sie haben nicht genug \V[19]s."
"We only accept \V[19] as payment here. It's a company policy!","Wir akzeptieren hier nur \V[19] als Zahlungsmittel. Das ist eine Firmenpolitik!"
"We get new shipments daily, so make sure to check again tomorrow to see what we have in store!","Wir erhalten t├ñglich neue Sendungen, also schauen Sie morgen wieder vorbei, um zu sehen, was wir auf Lager haben!"
"I'm sorry, but we're all out of stock for today.","Es tut mir leid, aber wir haben f├╝r heute nichts mehr auf Lager."
"But we do get new shipments everyday, so make sure to check again tomorrow to see what we'll have in store!","Aber wir bekommen jeden Tag neue Sendungen, also schauen Sie morgen wieder vorbei, um zu sehen, was wir auf Lager haben!"
"That fellow there, he moved here from Celadon City.","Der Kerl dort ist aus Prismania City hierher gezogen."
"He started a shop with his younger sister. You have to wonder if he knew what he was getting into.","Er hat mit seiner j├╝ngeren Schwester ein Gesch├ñft er├Âffnet. Man muss sich fragen, ob er wusste, worauf er sich einlie├ƒ."
"You should check out the market. It's the only place you can buy certain items.","Sie sollten sich auf dem Markt umsehen. Das ist der einzige Ort, an dem du bestimmte Dinge kaufen kannst."
"The owner only accepts Heart Scales as payment however.","Der Besitzer akzeptiert jedoch nur Herzschalen als Bezahlung."
"My brother knows the way to Birth Island. It's the crash site of a strange alien artifact.","Mein Bruder kennt den Weg zur Entstehungsinsel. Es ist die Absturzstelle eines seltsamen au├ƒerirdischen Artefakts."
"You should go visit him in Chrono Island!","Du solltest ihn auf der Chrono-Insel besuchen!"
"Go take place in front of me!","Geh und stell dich vor mich hin!"
"Wahahah! I enjoyed battling you! But a loss is a loss! From now on, I'm going to train 24 hours a day!","Wahahah! Ich habe es genossen, gegen dich zu k├ñmpfen! Aber eine Niederlage ist eine Niederlage! Von nun an werde ich 24 Stunden am Tag trainieren!"
"Go on on your way! I believe that the Gym Leader from Olivine City is also somewhere around the Sevii Islands.","Macht euch auf den Weg! Ich glaube, dass der Leiter der Turnhalle von Malvenfrisch City auch irgendwo auf den Sevii-Inseln ist."
"There's an old woman who lives in a cottage out on the cape.","Es gibt eine alte Frau, die in einer H├╝tte am Kap lebt."
"She gives the eye to Pok├®mon. It's a bit unnerving.","Sie gibt Pok├®mon das Auge. Das ist ein bisschen nervt├Âtend."
"\HSHey! You! I'll sell you a Lucky Egg for 25 Heart Scales, what do you say?","\HSHey! Du! Ich verkaufe dir ein Gl├╝cksei f├╝r 25 Herzschuppen, was sagst du dazu?"
"Okay, then!","Also gut!"
"\HS\PN handed over 25 Heart Scales.","\HS\PN ├╝bergab 25 Herzwaagen."
"Oh... You only have \V[1] Heart Scale(s). That's not nearly enough!","Oh... Du hast nur \V[1] Herzskala(n). Das ist nicht ann├ñhernd genug!"
"I have to restock for now, but I'll have another Lucky Egg to sell you tomorrow, don't worry!","Ich muss meine Vorr├ñte erst einmal aufstocken, aber morgen habe ich wieder ein Gl├╝cksei, das ich euch verkaufen kann, keine Sorge!"
"I need your help, pal. Big time!","Ich brauche deine Hilfe, Kumpel. Und wie!"
"I was checking the field with my Jumpluff before the big Golbat Soar competition.","Vor dem gro├ƒen Golbat Soar-Wettbewerb habe ich das Feld mit meinem Papungha ├╝berpr├╝ft."
"But it got stuck in a serious updraft, now it's stuck way up there and it can't get down!","Aber er ist in einem starken Aufwind stecken geblieben, jetzt sitzt er da oben fest und kommt nicht mehr runter!"
"I went to buy these Spring-loaded Golbat Boots to try and get it down, but I don't think it will be enough.","Ich habe mir diese federbelasteten Golbat-Stiefel gekauft, um zu versuchen, sie herunterzubekommen, aber ich glaube nicht, dass sie ausreichen werden."
"I need your help to go save Jumpluff! Please!","Ich brauche deine Hilfe, um Papungha zu retten! Bitte!"
"I want to learn to disguise myself like a Zoroark!","Ich m├Âchte lernen, mich wie ein Zoroark zu verkleiden!"
"Three Island\nKin Island of Family Bonding","Drei Inseln\nKin Insel der Familienbande"
"Who knew that Pok├®mon could create such convincing illusions!","Wer h├ñtte gedacht, dass Pok├®mon so ├╝berzeugende Trugbilden schaffen k├Ânnen!"
"I'm going to train my Doduo in the Berry Forest.","Ich werde mein Dodu im Beerenwald trainieren."
"When it's fast enough, I'm going to play a game on Boon Island!","Wenn es schnell genug geht, werde ich ein Spiel auf Boon Island spielen!"
"Gigiih!","Gigiih!"
"There's a rare Pok├®mon called Feebas that can be fished in the Sevii Islands.","Es gibt ein seltenes Pok├®mon namens Barschwa, das man auf den Sevii-Inseln fangen kann."
"They're as rare as can be! A pal of mine claims he hooked one up when he was fishing in \C[1]\V[1].","Sie sind so selten wie nur m├Âglich! Ein Kumpel von mir behauptet, er habe beim Angeln in C[1]\V[1] einen an den Haken bekommen."
"But he couldn't show it to me to back his claim, so I don't I believe he's being truthful!","Aber er konnte sie mir nicht zeigen, um seine Behauptung zu belegen, also glaube ich nicht, dass er die Wahrheit sagt!"
"They migrate a lot, but you can probably hook one up if you follow the rain.","Sie wandern viel, aber wenn man dem Regen folgt, kann man wahrscheinlich einen angeln."
"Do you think you could find one for me? All I want is to see one in person.","Glauben Sie, dass Sie eines f├╝r mich finden k├Ânnen? Ich m├Âchte es nur einmal pers├Ânlich sehen."
"There's a rare Pok├®mon called Feebas that can be fished in the Sevii Islands, it's as rare as can be!","Es gibt ein seltenes Pok├®mon namens Barschwa, das auf den Sevii-Inseln gefangen werden kann. Es ist so selten wie nur m├Âglich!"
"Have you been able to find one yet?","Konnten Sie schon einen finden?"
"Wow! An actual live Feebas. I guess there really are some around the islands after all!","Wahnsinn! Ein echter lebender Barschwa. Ich sch├ñtze, dass es auf den Inseln doch noch welche gibt!"
"Well then, I should probably reward your efforts. Take this shining scale I found. I'm not sure what it does, but it sure looks beautiful.","Nun, dann sollte ich deine Bem├╝hungen wohl belohnen. Zum Beispiel diese gl├ñnzende Waage, die ich gefunden habe. Ich bin mir nicht sicher, wozu sie dient, aber sie sieht wundersch├Ân aus."
"That Feebas you showed me seemed very intrigued by the Prism Scale I gave you...","Der Barschwa, den du mir gezeigt hast, schien von der Prismenskala, die ich dir gegeben habe, sehr fasziniert zu sein..."
"Kin Island is actually the most populous of the islands here.","Kin Island ist die bev├Âlkerungsreichste Insel der Inselgruppe."
"Still, it could be less sleepy.","Trotzdem k├Ânnte es weniger schl├ñfrig sein."
"North: \C[6]Kin Island\C[0] \nWest: \C[1]Boon Island\C[0] \nSouth: \C[5]Water Labyrinth","Norden: \C[6]Kin Island\C[0] \nWest: \C[1]Boon-Insel\C[0] \nS├╝den: \C[5]Wasser-Labyrinth"
"Ooh! Ahh! I kicked a hole in that old sunken ship!","Ooh! Ahh! Ich habe ein Loch in das alte gesunkene Schiff getreten!"
"Aiyahh!","Aiyahh!"
"This old decrepit ship... There must be a way to cross over to the other side...","Dieses alte, klapprige Schiff... Es muss einen Weg geben, auf die andere Seite zu gelangen..."
"I love swimming in the islands!","Ich liebe das Schwimmen auf den Inseln!"
"I'm out of breath!","Ich bin v├Âllig au├ƒer Atem!"
"Corsolas keep tickling my feet while I swim!","Die Korsen kitzeln mich beim Schwimmen st├ñndig an den F├╝├ƒen!"
"Whoa! You found 5 DeepSeaScales by diving! I'm satisfied to just look at them. Have this!","Wahnsinn! Du hast 5 DeepSeaScales beim Tauchen gefunden! Ich bin schon zufrieden, wenn ich sie nur ansehe. Nimm das!"
"The Scuba Gear allows you to use Dive, even without a Pok├®mon! How great is that!","Die Tauchausr├╝stung erlaubt es dir, Tauchen zu benutzen, auch ohne Pok├®mon! Wie toll ist das denn!"
"I tell you what, if you can bring me 5 DeepSeaScales, I'll give you something good. Do we have a deal?","Ich sag dir was, wenn du mir 5 DeepSeaScales bringst, gebe ich dir etwas Gutes. Sind wir im Gesch├ñft?"
"The sea over there is too rough even for an experienced swimmer like me!","Das Meer dort dr├╝ben ist selbst f├╝r einen erfahrenen Schwimmer wie mich zu rau!"
"It's too bad, because I really wanted to go dive for DeepSeaScales.","Schade, denn ich wollte unbedingt f├╝r DeepSeaScales tauchen gehen."
"I took a break from swimming, only to have you challenge me?","Ich habe eine Pause vom Schwimmen gemacht, nur damit du mich herausforderst?"
"Hey, what the... You're good, you!","Hey, was zum... Du bist gut, du!"
"Instead of using Surf all the time, you should swim some.","Anstatt st├ñndig zu Surfereren, sollten Sie lieber schwimmen gehen."
"Sea water is good for your pores!","Meerwasser ist gut f├╝r Ihre Poren!"
"Enough!","Es reicht!"
"There's nothing better than swimming around in the ocean!","Es gibt nichts Sch├Âneres, als im Meer zu schwimmen!"
"North: \C[1]Boon Island\C[0] \nEast: \C[6]Kin Island","Norden: \C[1]Boon Island\C[0] \nOst: \C[6]Kin Island"
"Lying back, rocked by the waves... It's exquisite.","Sich zur├╝cklehnen, sich von den Wellen wiegen lassen... Es ist exquisit."
"I lost... It feels awful.","Ich habe verloren... Es f├╝hlt sich furchtbar an."
"Up ahead is Kin Island. It's the largest of the Sevii Islands!","Vor uns liegt die Insel Kin. Sie ist die gr├Â├ƒte der Sevii-Inseln!"
"Ay! I reeled in a big one!","Ja, ich habe einen gro├ƒen Fisch an der Angel!"
"I just reeled this. It looks nice, but it's inedible, so just take it off my hands.","Ich habe das gerade aufgespult. Es sieht gut aus, aber es ist ungenie├ƒbar, also nimm es mir einfach ab."
"Fishing is great around here!","Die Fischerei ist hier gro├ƒartig!"
"Here! Help us train some more!","Hier! Helfen Sie uns, noch mehr auszubilden!"
"Good training!","Gute Ausbildung!"
"Never stop training! Not for one minute!","H├Âren Sie niemals auf zu trainieren! Nicht eine Minute lang!"
"Welcome to Kin Island's hotel.","Willkommen im Kin Island's Hotel."
"I saw a meteor fall close to Bond Bridge the other night!","Neulich habe ich in der N├ñhe der Bundbr├╝cke einen Meteor fallen sehen!"
"It was brighter than anything I've ever seen before and then it hit the ground with a loud bang! ","Es war heller als alles, was ich je zuvor gesehen habe, und dann schlug es mit einem lauten Knall auf dem Boden auf!"
"It's sure to have a made pretty big crater. Maybe you should go investigate and see if there's anything valuable in there.","Der Krater ist mit Sicherheit ziemlich gro├ƒ. Vielleicht solltest du ihn untersuchen und nachsehen, ob da etwas Wertvolles drin ist."
"Did you go investigate the meteor's crater like I told you?","Hast du den Meteoritnkrater untersucht, wie ich es dir gesagt habe?"
"So cool! What did you find there? Please tell me!","Echt cool! Was hast du dort gefunden? Bitte sag es mir!"
"What do you mean you can't tell me?!","Was soll das hei├ƒen, du kannst es mir nicht sagen?!"
"Don't you know this makes me even more curious about it now!","Wissen Sie, das macht mich jetzt noch neugieriger!"
"I bet the meteor was full of rare gemstones and you want to keep them all to yourself!","Ich wette, der Meteor war voller seltener Edelsteine und du willst sie alle f├╝r dich behalten!"
"I should've known better than to send someone as greedy as you to go investigate for me. Serves me right!","Ich h├ñtte es besser wissen m├╝ssen, als jemanden, der so gierig ist wie du, zu schicken, um f├╝r mich zu ermitteln. Geschieht mir recht!"
"Nothing? Oh.. That's disappointing.","Nichts? Oh, das ist entt├ñuschend."
"Or maybe you just didn't look hard enough! Hah! Looks like I'm going to have to go have a look myself then!","Oder vielleicht haben Sie einfach nicht genau genug hingesehen! Hah! Sieht so aus, als m├╝sste ich selbst mal nachschauen gehen!"
"Hah! Yeah right, as if there was such a thing as aliens!","Hah! Ja, klar, als ob es so etwas wie Au├ƒerirdische g├ñbe!"
"I bet it was just a bunch of rocks, but I don't blame you for trying to make the story a bit more exciting!","Ich wette, es war nur ein Haufen Steine, aber ich kann es dir nicht ver├╝beln, dass du versucht hast, die Geschichte ein bisschen spannender zu machen!"
"Anyway, thanks for checking it out for me. I guess I owe you a little something for your troubles.","Wie auch immer, danke, dass Sie das f├╝r mich ├╝berpr├╝ft haben. Ich sch├ñtze, ich schulde dir eine Kleinigkeit f├╝r deine M├╝hen."
"I should've made a wish when I saw that meteor fall, but I was too mesmerized to think of anything!","Ich h├ñtte mir etwas w├╝nschen sollen, als ich den Meteor fallen sah, aber ich war zu fasziniert, um an etwas zu denken!"
"I just looooove bananas!!","Ich liebe Bananen einfach!!"
"Oh, the sweets I could bake if I just had \C[1]30 bananas \C[0]... ","Oh, die S├╝├ƒigkeiten, die ich backen k├Ânnte, wenn ich nur \C[1]30 Bananen h├ñtte \C[0]..."
"My mouth is salivating just thinking about it. Please bring me 30 bananas and I promise you I won't disappoint!","Mir l├ñuft schon beim Gedanken daran das Wasser im Mund zusammen. Bitte bring mir 30 Bananen und ich verspreche dir, ich werde dich nicht entt├ñuschen!"
"Incredible! I simply can't wait!","Unglaublich! Ich kann es einfach nicht erwarten!"
"Ooohh... Bananas!","Ooohh... Bananen!"
"You have 30 bananas... Won't you please give them to me?","Du hast 30 Bananen... W├╝rdest du sie mir bitte geben?"
"\PN\b handed over the bananas.","\PN\b ├╝bergab die Bananen."
"YES! Finally! 30 bananas all to myself!","YES! Endlich! 30 Bananen ganz f├╝r mich allein!"
"Ok then, here's the reward I promised you!","Also gut, hier ist die versprochene Belohnung!"
"Please... I need bananas!","Bitte... Ich brauche Bananen!"
"Oh, the things I could do if I just had \C[1]30 bananas \C[0]... ","Oh, was ich alles tun k├Ânnte, wenn ich nur \C[1]30 Bananen \C[0] h├ñtte..."
"Please bring me 30 bananas and I promise you I won't disappoint!","Bitte bringen Sie mir 30 Bananen und ich verspreche Ihnen, dass ich Sie nicht entt├ñuschen werde!"
"A Golden Banana heals your Pok├®mon in battles and you can use it as many times as you like.","Eine Goldene Banane heilt deine Pok├®mon in K├ñmpfen und du kannst sie so oft einsetzen, wie du willst."
"You won't need to buy potions ever again with this!","Damit brauchen Sie nie wieder Tr├ñnke zu kaufen!"
"Can't tell you","Kann ich dir nicht sagen"
"An alien spaceship!","Ein au├ƒerirdisches Raumschiff!"
"I sometimes buy medicine here.","Manchmal kaufe ich hier Medikamente."
"But a lot of people heal Pok├®mon with berries from the Berry Forest. ","Aber viele Leute heilen Pok├®mon mit Beeren aus dem Beerenwald."
"After all, berries are free and they never run out.","Schlie├ƒlich gibt es Beeren umsonst und sie gehen nie aus."
"According to rumors, there's an uncharted island far at sea where wild Togepi thrive. ","Ger├╝chten zufolge gibt es weit im Meer eine unerforschte Insel, auf der wilde Togepi leben."
"Apparently their abilities are different from the Togepi that a raised in captivity.","Offenbar unterscheiden sich ihre F├ñhigkeiten von denen der Togepi, die in Gefangenschaft aufgezogen wurden."
"Hi, I'm Bebe. Remember me? I'm the PC System administrator from Sinnoh!","Hallo, ich bin Bebe. Erinnert ihr euch an mich? Ich bin der PC-Systemadministrator von Sinnoh!"
"Every PC in the Sevii Islands can now connect to Sinnoh.  And that's thanks to you!","Jeder PC auf den Sevii-Inseln kann sich jetzt mit Sinnoh verbinden.  Und das haben wir euch zu verdanken!"
"So you're the League Champion now? Impressive!","Sie sind jetzt also der Meister der Liga? Beeindruckend!"
"I know, I'll give you a Pok├®mon that I transfered from my home region to test if the system was online.","Ich wei├ƒ, ich gebe dir ein Pok├®mon, das ich aus meiner Heimatregion ├╝bertragen habe, um zu testen, ob das System online ist."
"Consider it a congratulatory gift!","Betrachten Sie es als Gl├╝ckwunschgeschenk!"
"These are the starters Pok├®mon that are given out to new trainers in the Sinnoh region.","Das sind die Starter-Pok├®mon, die an neue Trainer in der Sinnoh-Region ausgegeben werden."
"The Sinnoh region is far North of Johto. It's a really long way from the Sevii Islands.","Die Region Sinnoh liegt weit im Norden von Johto. Es ist ein wirklich langer Weg von den Sevii-Inseln."
"That's why I got help from Bill and Celio to extend the PC Storage Network all the way here.","Deshalb habe ich mir von Bill und Celio helfen lassen, das PC Storage Network bis hierher zu erweitern."
"Camping around here is a lot of fun!","Zelten macht hier sehr viel Spa├ƒ!"
"Turtwig","Chelast"
"Chimchar","Panflam"
"Piplup","Plinfa"
"These two Pok├®mon they're talking about... I wonder if they're legendary Pok├®mon!","Diese beiden Pok├®mon, von denen sie sprechen... Ich frage mich, ob das legend├ñre Pok├®mon sind!"
"I wish I had a \C[1]Weather Tracker\C[0] to figure out where they are!","Ich w├╝nschte, ich h├ñtte einen \C[1]Weather Tracker\C[0], um herauszufinden, wo sie sind!"
"The TV report is talking about two rare roaming Pok├®mon!  I'm gonna catch them both and become famous!","Im Fernsehbericht ist die Rede von zwei seltenen umherstreifenden Pok├®mon!  Ich werde sie beide fangen und ber├╝hmt werden!"
"Not many people live on Boon Island.","Auf Boon Island leben nicht viele Menschen."
"But there's a Gym Leader from Johto visiting, but he went up North immediately when he got to the island!","Aber es ist ein Turnhallenleiter aus Johto zu Besuch, aber er ist sofort nach seiner Ankunft auf der Insel in den Norden gefahren!"
"Rare Pok├®mon here in the Sevii Islands! This is so cool!","Seltene Pok├®mon hier auf den Sevii-Inseln! Das ist so cool!"
"Gauuhg!","Gauuhg!"
"It's too hot to go down any further!","Es ist zu hei├ƒ, um noch weiter runter zu gehen!"
"\PN stepped into the vortex...","\PN ist in den Strudel eingetreten..."
"It's too hot to go any further!","Es ist zu hei├ƒ, um noch weiter zu gehen!"
"Ouch!... It's too hot!.... That's no good.","Autsch!... Es ist zu hei├ƒ! .... Das ist nicht gut."
"I came here to pick stones for the Ember Spa, but the volcano has been getting hotter lately. The stones are too hot for me to carry!","Ich bin hierher gekommen, um Steine f├╝r das Glut Spa zu sammeln, aber der Vulkan ist in letzter Zeit immer hei├ƒer geworden. Die Steine sind zu hei├ƒ, als dass ich sie tragen k├Ânnte!"
"Argh.. If only I could find some \C[2]Fire Gems\C[0] to make Ember Cream and withstand the heat...","Argh.. Wenn ich nur ein paar Feueredelsteine finden k├Ânnte, um Glut Cream herzustellen und der Hitze zu widerstehen..."
"You have a Fire Gem? Oh, you're a lifesaver!","Du hast einen Feuerstein? Oh, du bist ein Lebensretter!"
"Will you please let me make Ember Cream out of it?","Darf ich bitte die Glut Cream daraus machen?"
"This won't take too long...","Das wird nicht allzu lange dauern..."
"Fantastic! With this, I'll be able to carry these stones back to the spa with no problem!","Fantastisch! Damit kann ich die Steine problemlos zum Spa zur├╝cktragen!"
"There's some leftovers. Put it on! it'll help you withstand the unbearable volcano heat!","Es sind noch ein paar Erholunge ├╝brig. Zieh es an! Es wird dir helfen, die unertr├ñgliche Hitze des Vulkans zu ├╝berstehen!"
"\C[3]\PN put on the Ember Cream.","\C[3]\PN die Glut Cream auftragen."
"Humph... You looked a lot more amicable than you are.","Humph... Du sahst viel freundlicher aus, als du bist."
"It's no good... I might be getting too old for this.","Es ist nicht gut... Vielleicht werde ich zu alt f├╝r so etwas."
"Huh? The Ruby is shining bright!","Hm? Der Rubin leuchtet hell!"
"Throw the ruby into the lava?","Den Rubin in die Lava werfen?"
"\PN dropped the ruby in the lava.","\PN lie├ƒ den Rubin in die Lava fallen."
"GRAAAAAAAH!!","GRAAAAAAAH!!"
"It looks as if something is moving under the lava...","Es sieht so aus, als w├╝rde sich etwas unter der Lava bewegen..."
"The sea is too rough to progress any further...","Die See ist zu rau, um weiter voranzukommen..."
"I never thought our boy would fall into this endless nightmare.","Ich h├ñtte nie gedacht, dass unser Junge in diesen endlosen Alptraum geraten w├╝rde."
"I've heard of it happening in the past in another region...","Ich habe geh├Ârt, dass das in der Vergangenheit in einer anderen Region Fahrscheiniert ist..."
"There were people who never woke up from their nightmares...","Es gab Menschen, die nie aus ihren Albtr├ñumen aufgewacht sind..."
"The little boy is thrashing about in his sleep.","Der kleine Junge w├ñlzt sich im Schlaf."
"He appears to be in a torment... He is muttering something...","Er scheint sich zu qu├ñlen... Er murmelt etwas..."
"\C[7]DAR... DARK.... is watching... me...","\C[7]DAR... Unlicht.... beobachtet... mich..."
"\C[2]... Welcome...","\C[2]... Willkommen..."
"\C[7]... kekeke...","\C[7]... kekeke..."
"\C[2]We've had a reservation for you. We've held it a long time...","\C[2]Wir haben eine Reservierung f├╝r Sie. Wir halten sie schon lange..."
"Step forward","Schritt vorw├ñrts"
"Leave","Verlassen Sie"
"Our boy finally woke up. I'm so relieved!","Unser Junge ist endlich aufgewacht. Ich bin so erleichtert!"
"I was having the worst nightmare! But now it's all over!","Ich hatte den schlimmsten Albtraum! Aber jetzt ist alles vorbei!"
"Welcome to Ecruteak City's hotel.","Willkommen im Hotel von Weinberg City."
"It's a book about an islander who used spring-loaded boots to jump over crevices.","Es ist ein Buch ├╝ber einen Inselbewohner, der federgelagerte Stiefel benutzte, um ├╝ber Felsspalten zu springen."
"Morty's Pok├®mon are something else. One of them is even immune to almost all kinds of attacks!","Mortys Pok├®mon sind etwas Besonderes. Eines von ihnen ist sogar gegen fast alle Arten von Attacken immun!"
"\GI'll tell you how to defeat it for $10,000. Deal?","\F├╝r 10.000 Dollar sage ich dir, wie du sie besiegen kannst. Abgemacht?"
"Don't say I didn't warn you!","Sagen Sie nicht, ich h├ñtte Sie nicht gewarnt!"
"\PN paid $10,000","\PN zahlte 10.000 $"
"Morty's Weinja has the ability Wonder Guard, which means only Super-effective moves can affect it.","Mortys Weinja hat die F├ñhigkeit Wunderwache, was bedeutet, dass es nur von super-effektiven Bewegungen getroffen werden kann."
"The only type that's effective against it are Fairy-type moves.","Der einzige Typ, der gegen sie wirksam ist, sind Bewegungen vom Typ Fee."
"You're too poor to know the secret!","Du bist zu arm, um das Geheimnis zu kennen!"
"Morty's Weinja has the ability Wonder Guard, so only Super-effective moves affect it.","Mortys Weinja hat die F├ñhigkeit Wunderwache, so dass nur super-effektive Bewegungen auf ihn wirken."
"It's also susceptible to weather damage.","Es ist auch anf├ñllig f├╝r Witterungssch├ñden."
"Ghost-type Pok├®mon are my favourites. I like how scary they are!","Pok├®mon vom Typ Geist sind meine Favoriten. Ich mag es, wie gruselig sie sind!"
"Could you please show me fully-evolved Ghost-type Pok├®mon? I'll give you something cool if you do!","K├Ânntest du mir bitte ein voll entwickeltes Pok├®mon vom Typ Geist zeigen? Ich werde dir etwas Cooles geben, wenn du es tust!"
"Please show me fully-evolved Ghost-type Pok├®mon and I'll give you something cool!","Zeig mir bitte ein voll entwickeltes Pok├®mon vom Typ Geist und ich gebe dir etwas Cooles!"
"It's so big! It's like the ultimate Ghost Pok├®mon!","Es ist so gro├ƒ! Es ist wie das ultimative Geister-Pok├®mon!"
"Here, I want you to have this. ","Hier, ich m├Âchte, dass du das nimmst."
"An XXX-Special is much better than a regular X-Special.  You can't buy them anywhere, so use it wisely.","Ein XXX-Special ist viel besser als ein normales X-Special.  Du kannst sie nicht ├╝berall kaufen, also nutze sie mit Bedacht."
"Morty, our Gym Leader is really tough. He has more than one trick up his sleeves!","Morty, unser Gym Leader, ist wirklich hart im Nehmen. Er hat mehr als einen Trickbetrugbetrug im ├ärmel!"
"Kimono girls are so pretty.","Kimono-M├ñdchen sind so h├╝bsch."
"The way the Kimono Girls dance and the way they use their Pok├®mon are both marvels.","Die Art, wie die Kimono Girls tanzen, und die Art, wie sie ihre Pok├®mon einsetzen, sind beide wunderbar."
"A boy in this town is tormented by constant nightmares. ","Ein Junge in dieser Stadt wird von st├ñndigen Albtr├ñumen geplagt."
"He hasn't woken up in days. The townfolks say it's a bad omen.","Er ist seit Tagen nicht mehr aufgewacht. Die Stadtbewohner sagen, das sei ein schlechtes Omen."
"Welcome. My name is Zuki.","Willkommen! Mein Name ist Zuki."
"I will test how closely you've bonded with your Pok├®mon.","Ich werde testen, wie eng du dich mit deinem Pok├®mon verbunden hast."
"I don't have any Pok├®mon left...","Ich habe keine Pok├®mon mehr..."
"Your Pok├®mon and you seem to share a strong bond.","Dein Pok├®mon und du scheinen eine starke Klammergriffung zu haben."
"Wait a minute... I recognize you!","Warten Sie einen Moment... Ich erkenne Sie!"
"You are \PN, the Kanto League Champion, isn't that right?","Du bist \PN, der Meister der Kanto-Liga, stimmt's?"
"Yes, there is no mistaking it after seeing you battle like this. It all makes sense now.","Ja, es ist nicht zu ├╝bersehen, wenn man dich so k├ñmpfen sieht. Es macht jetzt alles Sinn."
"I, myself, happen to be the League Champion in the Unova region.","Ich selbst bin zuf├ñllig der Meister der Liga in der Region Unova."
"I must say that the bond you share with your Pok├®mon is stronger than any other trainer I have seen.","Ich muss sagen, dass das Band, das du mit deinen Pok├®mon verbindest, st├ñrker ist als bei jedem anderen Trainer, den ich gesehen habe."
